"User_ID","消费时间间隔","消费频率","用户类型"
"1009508","高","低","发展用户"
"1009551","高","低","发展用户"
"1009575","高","低","发展用户"
"1009684","高","低","发展用户"
"1009888","高","低","发展用户"
"1010017","高","低","发展用户"
"1010189","高","低","发展用户"
"1010373","高","低","发展用户"
"1010427","高","低","发展用户"
"1010572","高","低","发展用户"
"1010630","高","低","发展用户"
"1010690","高","低","发展用户"
"1010780","高","低","发展用户"
"1011079","高","低","发展用户"
"1011387","高","低","发展用户"
"1011647","高","低","发展用户"
"1011752","高","低","发展用户"
"1011802","高","低","发展用户"
"1011919","高","低","发展用户"
"1012017","高","低","发展用户"
"1012060","高","低","发展用户"
"1012062","高","低","发展用户"
"1012070","高","低","发展用户"
"1012125","高","低","发展用户"
"1012296","高","低","发展用户"
"101230","高","低","发展用户"
"1012344","高","低","发展用户"
"1012808","高","低","发展用户"
"1013015","高","低","发展用户"
"1013063","高","低","发展用户"
"1013131","高","低","发展用户"
"1013305","高","低","发展用户"
"1013365","高","低","发展用户"
"1013396","高","低","发展用户"
"1013492","高","低","发展用户"
"1013494","高","低","发展用户"
"1013606","高","低","发展用户"
"1013702","高","低","发展用户"
"1013822","高","低","发展用户"
"1013875","高","低","发展用户"
"1013967","高","低","发展用户"
"101422","高","低","发展用户"
"1014344","高","低","发展用户"
"1014597","高","低","发展用户"
"1014629","高","低","发展用户"
"1014647","高","低","发展用户"
"1014695","高","低","发展用户"
"1014696","高","低","发展用户"
"1014838","高","低","发展用户"
"1015047","高","低","发展用户"
"1015357","高","低","发展用户"
"1015408","高","低","发展用户"
"1015582","高","低","发展用户"
"1015592","高","低","发展用户"
"1015856","高","低","发展用户"
"101589","高","低","发展用户"
"1015962","高","低","发展用户"
"1016093","高","低","发展用户"
"1016302","高","低","发展用户"
"1016384","高","低","发展用户"
"1016457","高","低","发展用户"
"1016472","高","低","发展用户"
"1016479","高","低","发展用户"
"101673","高","低","发展用户"
"1016732","高","低","发展用户"
"1016924","高","低","发展用户"
"1016928","高","低","发展用户"
"1016950","高","低","发展用户"
"1017034","高","低","发展用户"
"1017353","高","低","发展用户"
"1017355","高","低","发展用户"
"1017557","高","低","发展用户"
"1017679","高","低","发展用户"
"1017927","高","低","发展用户"
"1017958","高","低","发展用户"
"10226","高","低","发展用户"
"102294","高","低","发展用户"
"102519","高","低","发展用户"
"102885","高","低","发展用户"
"10296","高","低","发展用户"
"103128","高","低","发展用户"
"103275","高","低","发展用户"
"103317","高","低","发展用户"
"103492","高","低","发展用户"
"103530","高","低","发展用户"
"103574","高","低","发展用户"
"103643","高","低","发展用户"
"103680","高","低","发展用户"
"103814","高","低","发展用户"
"103910","高","低","发展用户"
"103912","高","低","发展用户"
"104115","高","低","发展用户"
"104130","高","低","发展用户"
"104423","高","低","发展用户"
"104490","高","低","发展用户"
"104503","高","低","发展用户"
"104906","高","低","发展用户"
"105000","高","低","发展用户"
"105182","高","低","发展用户"
"105207","高","低","发展用户"
"105222","高","低","发展用户"
"10526","高","低","发展用户"
"105744","高","低","发展用户"
"105770","高","低","发展用户"
"105884","高","低","发展用户"
"105949","高","低","发展用户"
"105983","高","低","发展用户"
"106024","高","低","发展用户"
"106090","高","低","发展用户"
"106144","高","低","发展用户"
"106200","高","低","发展用户"
"106276","高","低","发展用户"
"10628","高","低","发展用户"
"106363","高","低","发展用户"
"106413","高","低","发展用户"
"106488","高","低","发展用户"
"10656","高","低","发展用户"
"106723","高","低","发展用户"
"106742","高","低","发展用户"
"106800","高","低","发展用户"
"106854","高","低","发展用户"
"107398","高","低","发展用户"
"107693","高","低","发展用户"
"107726","高","低","发展用户"
"107756","高","低","发展用户"
"107990","高","低","发展用户"
"108078","高","低","发展用户"
"108103","高","低","发展用户"
"108274","高","低","发展用户"
"108450","高","低","发展用户"
"108799","高","低","发展用户"
"108825","高","低","发展用户"
"108842","高","低","发展用户"
"109210","高","低","发展用户"
"10923","高","低","发展用户"
"109275","高","低","发展用户"
"109276","高","低","发展用户"
"109523","高","低","发展用户"
"109808","高","低","发展用户"
"109830","高","低","发展用户"
"109908","高","低","发展用户"
"109951","高","低","发展用户"
"109974","高","低","发展用户"
"109990","高","低","发展用户"
"110193","高","低","发展用户"
"110328","高","低","发展用户"
"110373","高","低","发展用户"
"110392","高","低","发展用户"
"111068","高","低","发展用户"
"111124","高","低","发展用户"
"111167","高","低","发展用户"
"111200","高","低","发展用户"
"111276","高","低","发展用户"
"111342","高","低","发展用户"
"111482","高","低","发展用户"
"111556","高","低","发展用户"
"111894","高","低","发展用户"
"112238","高","低","发展用户"
"112244","高","低","发展用户"
"112253","高","低","发展用户"
"112393","高","低","发展用户"
"112401","高","低","发展用户"
"1000001","高","低","发展用户"
"1000319","高","低","发展用户"
"1000328","高","低","发展用户"
"1000332","高","低","发展用户"
"1000727","高","低","发展用户"
"1000772","高","低","发展用户"
"1001048","高","低","发展用户"
"1001148","高","低","发展用户"
"1001524","高","低","发展用户"
"1001551","高","低","发展用户"
"1001882","高","低","发展用户"
"100227","高","低","发展用户"
"1002315","高","低","发展用户"
"1002375","高","低","发展用户"
"1002512","高","低","发展用户"
"1002591","高","低","发展用户"
"1002642","高","低","发展用户"
"1002767","高","低","发展用户"
"1002771","高","低","发展用户"
"1002890","高","低","发展用户"
"1003073","高","低","发展用户"
"1003123","高","低","发展用户"
"1003250","高","低","发展用户"
"1003348","高","低","发展用户"
"1003463","高","低","发展用户"
"1003748","高","低","发展用户"
"1003863","高","低","发展用户"
"1003893","高","低","发展用户"
"1003961","高","低","发展用户"
"1004001","高","低","发展用户"
"1004002","高","低","发展用户"
"1004026","高","低","发展用户"
"1004146","高","低","发展用户"
"1004282","高","低","发展用户"
"1004354","高","低","发展用户"
"100440","高","低","发展用户"
"1004441","高","低","发展用户"
"100453","高","低","发展用户"
"1004562","高","低","发展用户"
"10049","高","低","发展用户"
"1005035","高","低","发展用户"
"1005249","高","低","发展用户"
"1005257","高","低","发展用户"
"1005304","高","低","发展用户"
"1005473","高","低","发展用户"
"1005487","高","低","发展用户"
"1005507","高","低","发展用户"
"1005767","高","低","发展用户"
"1006002","高","低","发展用户"
"1006079","高","低","发展用户"
"1006260","高","低","发展用户"
"1006480","高","低","发展用户"
"1006652","高","低","发展用户"
"1006984","高","低","发展用户"
"1007094","高","低","发展用户"
"1007246","高","低","发展用户"
"1007274","高","低","发展用户"
"1007313","高","低","发展用户"
"1007573","高","低","发展用户"
"1007624","高","低","发展用户"
"1007665","高","低","发展用户"
"1007691","高","低","发展用户"
"1007699","高","低","发展用户"
"1007843","高","低","发展用户"
"1007860","高","低","发展用户"
"1007928","高","低","发展用户"
"1007957","高","低","发展用户"
"1008323","高","低","发展用户"
"1008684","高","低","发展用户"
"1008846","高","低","发展用户"
"1009243","高","低","发展用户"
"1009328","高","低","发展用户"
"1009645","高","低","发展用户"
"1009748","高","低","发展用户"
"1009853","高","低","发展用户"
"1009949","高","低","发展用户"
"1010376","高","低","发展用户"
"1010455","高","低","发展用户"
"1010593","高","低","发展用户"
"1010694","高","低","发展用户"
"1010713","高","低","发展用户"
"1010765","高","低","发展用户"
"1010817","高","低","发展用户"
"1011397","高","低","发展用户"
"101144","高","低","发展用户"
"1011868","高","低","发展用户"
"1012155","高","低","发展用户"
"1012164","高","低","发展用户"
"1012222","高","低","发展用户"
"1012541","高","低","发展用户"
"101269","高","低","发展用户"
"1013180","高","低","发展用户"
"1013277","高","低","发展用户"
"1013611","高","低","发展用户"
"1013877","高","低","发展用户"
"1013991","高","低","发展用户"
"1014069","高","低","发展用户"
"101413","高","低","发展用户"
"1014243","高","低","发展用户"
"1014517","高","低","发展用户"
"1014614","高","低","发展用户"
"1014617","高","低","发展用户"
"1014667","高","低","发展用户"
"101489","高","低","发展用户"
"1014955","高","低","发展用户"
"1015032","高","低","发展用户"
"1015184","高","低","发展用户"
"1015695","高","低","发展用户"
"1015740","高","低","发展用户"
"1015784","高","低","发展用户"
"1015787","高","低","发展用户"
"1015907","高","低","发展用户"
"1016129","高","低","发展用户"
"1016265","高","低","发展用户"
"1016418","高","低","发展用户"
"1016451","高","低","发展用户"
"1016501","高","低","发展用户"
"1016653","高","低","发展用户"
"1016872","高","低","发展用户"
"1017100","高","低","发展用户"
"1017107","高","低","发展用户"
"1017116","高","低","发展用户"
"1017453","高","低","发展用户"
"1017484","高","低","发展用户"
"1017525","高","低","发展用户"
"101767","高","低","发展用户"
"1017725","高","低","发展用户"
"1017814","高","低","发展用户"
"1017894","高","低","发展用户"
"101909","高","低","发展用户"
"102101","高","低","发展用户"
"102119","高","低","发展用户"
"102286","高","低","发展用户"
"102390","高","低","发展用户"
"102647","高","低","发展用户"
"102667","高","低","发展用户"
"10279","高","低","发展用户"
"102856","高","低","发展用户"
"102879","高","低","发展用户"
"103004","高","低","发展用户"
"103019","高","低","发展用户"
"103046","高","低","发展用户"
"103143","高","低","发展用户"
"103165","高","低","发展用户"
"103310","高","低","发展用户"
"103582","高","低","发展用户"
"103628","高","低","发展用户"
"10368","高","低","发展用户"
"103694","高","低","发展用户"
"103716","高","低","发展用户"
"103733","高","低","发展用户"
"103777","高","低","发展用户"
"103914","高","低","发展用户"
"103957","高","低","发展用户"
"104520","高","低","发展用户"
"104640","高","低","发展用户"
"104653","高","低","发展用户"
"104690","高","低","发展用户"
"104734","高","低","发展用户"
"104822","高","低","发展用户"
"10527","高","低","发展用户"
"105425","高","低","发展用户"
"105551","高","低","发展用户"
"105616","高","低","发展用户"
"105861","高","低","发展用户"
"10593","高","低","发展用户"
"106157","高","低","发展用户"
"106457","高","低","发展用户"
"106507","高","低","发展用户"
"106681","高","低","发展用户"
"106848","高","低","发展用户"
"106952","高","低","发展用户"
"106955","高","低","发展用户"
"106994","高","低","发展用户"
"106997","高","低","发展用户"
"107238","高","低","发展用户"
"107350","高","低","发展用户"
"107488","高","低","发展用户"
"107549","高","低","发展用户"
"107735","高","低","发展用户"
"108022","高","低","发展用户"
"108302","高","低","发展用户"
"108519","高","低","发展用户"
"108568","高","低","发展用户"
"108588","高","低","发展用户"
"109085","高","低","发展用户"
"109439","高","低","发展用户"
"109444","高","低","发展用户"
"1095","高","低","发展用户"
"109604","高","低","发展用户"
"109977","高","低","发展用户"
"110025","高","低","发展用户"
"110116","高","低","发展用户"
"110165","高","低","发展用户"
"110259","高","低","发展用户"
"110565","高","低","发展用户"
"11126","高","低","发展用户"
"111369","高","低","发展用户"
"111387","高","低","发展用户"
"11140","高","低","发展用户"
"111585","高","低","发展用户"
"111975","高","低","发展用户"
"112010","高","低","发展用户"
"112094","高","低","发展用户"
"112443","高","低","发展用户"
"11246","高","低","发展用户"
"112468","高","低","发展用户"
"112544","高","低","发展用户"
"112965","高","低","发展用户"
"113031","高","低","发展用户"
"113326","高","低","发展用户"
"113491","高","低","发展用户"
"113577","高","低","发展用户"
"113598","高","低","发展用户"
"113631","高","低","发展用户"
"113763","高","低","发展用户"
"113770","高","低","发展用户"
"114321","高","低","发展用户"
"114339","高","低","发展用户"
"114405","高","低","发展用户"
"11452","高","低","发展用户"
"114594","高","低","发展用户"
"114637","高","低","发展用户"
"114682","高","低","发展用户"
"114771","高","低","发展用户"
"114805","高","低","发展用户"
"114916","高","低","发展用户"
"115104","高","低","发展用户"
"115227","高","低","发展用户"
"115245","高","低","发展用户"
"115620","高","低","发展用户"
"115994","高","低","发展用户"
"116348","高","低","发展用户"
"116350","高","低","发展用户"
"116636","高","低","发展用户"
"116647","高","低","发展用户"
"117202","高","低","发展用户"
"117262","高","低","发展用户"
"117341","高","低","发展用户"
"117425","高","低","发展用户"
"117556","高","低","发展用户"
"117692","高","低","发展用户"
"117990","高","低","发展用户"
"11812","高","低","发展用户"
"118147","高","低","发展用户"
"118779","高","低","发展用户"
"118820","高","低","发展用户"
"11889","高","低","发展用户"
"118955","高","低","发展用户"
"119061","高","低","发展用户"
"119136","高","低","发展用户"
"119241","高","低","发展用户"
"119333","高","低","发展用户"
"120071","高","低","发展用户"
"120269","高","低","发展用户"
"120825","高","低","发展用户"
"120887","高","低","发展用户"
"121027","高","低","发展用户"
"121076","高","低","发展用户"
"121174","高","低","发展用户"
"121218","高","低","发展用户"
"121325","高","低","发展用户"
"121540","高","低","发展用户"
"121571","高","低","发展用户"
"121684","高","低","发展用户"
"122020","高","低","发展用户"
"122115","高","低","发展用户"
"122573","高","低","发展用户"
"122619","高","低","发展用户"
"122706","高","低","发展用户"
"122723","高","低","发展用户"
"122935","高","低","发展用户"
"123178","高","低","发展用户"
"123192","高","低","发展用户"
"123304","高","低","发展用户"
"123374","高","低","发展用户"
"123553","高","低","发展用户"
"12360","高","低","发展用户"
"123611","高","低","发展用户"
"12387","高","低","发展用户"
"123983","高","低","发展用户"
"12412","高","低","发展用户"
"124219","高","低","发展用户"
"124295","高","低","发展用户"
"124475","高","低","发展用户"
"124872","高","低","发展用户"
"124900","高","低","发展用户"
"124917","高","低","发展用户"
"12500","高","低","发展用户"
"125328","高","低","发展用户"
"125524","高","低","发展用户"
"125649","高","低","发展用户"
"125653","高","低","发展用户"
"125897","高","低","发展用户"
"125989","高","低","发展用户"
"126063","高","低","发展用户"
"126073","高","低","发展用户"
"126214","高","低","发展用户"
"126235","高","低","发展用户"
"126289","高","低","发展用户"
"12632","高","低","发展用户"
"126347","高","低","发展用户"
"126500","高","低","发展用户"
"126677","高","低","发展用户"
"126713","高","低","发展用户"
"126714","高","低","发展用户"
"12674","高","低","发展用户"
"126891","高","低","发展用户"
"12700","高","低","发展用户"
"127057","高","低","发展用户"
"127125","高","低","发展用户"
"127139","高","低","发展用户"
"127384","高","低","发展用户"
"127417","高","低","发展用户"
"127529","高","低","发展用户"
"127684","高","低","发展用户"
"127686","高","低","发展用户"
"127713","高","低","发展用户"
"127749","高","低","发展用户"
"127773","高","低","发展用户"
"127869","高","低","发展用户"
"128038","高","低","发展用户"
"128224","高","低","发展用户"
"108865","高","高","价值用户"
"1003901","高","高","价值用户"
"1010288","高","高","价值用户"
"116930","高","高","价值用户"
"106286","高","高","价值用户"
"1009501","高","高","价值用户"
"123714","高","高","价值用户"
"113371","高","高","价值用户"
"1000723","高","高","价值用户"
"1010333","高","高","价值用户"
"1011390","高","高","价值用户"
"12035","高","高","价值用户"
"1010219","高","高","价值用户"
"103242","高","高","价值用户"
"107027","高","高","价值用户"
"107078","高","高","价值用户"
"115411","高","高","价值用户"
"122410","高","高","价值用户"
"12322","高","高","价值用户"
"1004096","高","高","价值用户"
"1004458","高","高","价值用户"
"111932","高","高","价值用户"
"1002222","高","高","价值用户"
"1008972","高","高","价值用户"
"1009934","高","高","价值用户"
"109321","高","高","价值用户"
"117539","高","高","价值用户"
"118784","高","高","价值用户"
"124321","高","高","价值用户"
"113446","高","高","价值用户"
"120448","高","高","价值用户"
"127621","高","高","价值用户"
"1010603","高","高","价值用户"
"1010785","高","高","价值用户"
"1012525","高","高","价值用户"
"103153","高","高","价值用户"
"1002237","高","高","价值用户"
"1006141","高","高","价值用户"
"1008221","高","高","价值用户"
"1012002","高","高","价值用户"
"1015988","高","高","价值用户"
"104785","高","高","价值用户"
"107588","高","高","价值用户"
"108275","高","高","价值用户"
"111365","高","高","价值用户"
"11141","高","高","价值用户"
"111822","高","高","价值用户"
"117184","高","高","价值用户"
"119125","高","高","价值用户"
"1192","高","高","价值用户"
"120379","高","高","价值用户"
"120734","高","高","价值用户"
"122383","高","高","价值用户"
"122423","高","高","价值用户"
"12476","高","高","价值用户"
"125864","高","高","价值用户"
"127276","高","高","价值用户"
"112710","高","高","价值用户"
"113896","高","高","价值用户"
"116894","高","高","价值用户"
"121070","高","高","价值用户"
"121288","高","高","价值用户"
"12289","高","高","价值用户"
"123563","高","高","价值用户"
"125061","高","高","价值用户"
"12630","高","高","价值用户"
"126641","高","高","价值用户"
"1000349","高","高","价值用户"
"1001856","高","高","价值用户"
"1002589","高","高","价值用户"
"1003428","高","高","价值用户"
"1004745","高","高","价值用户"
"1004835","高","高","价值用户"
"1009070","高","高","价值用户"
"1015330","高","高","价值用户"
"103895","高","高","价值用户"
"104894","高","高","价值用户"
"106635","高","高","价值用户"
"110117","高","高","价值用户"
"110336","高","高","价值用户"
"111785","高","高","价值用户"
"1001841","高","高","价值用户"
"1002185","高","高","价值用户"
"1002637","高","高","价值用户"
"1004792","高","高","价值用户"
"1005688","高","高","价值用户"
"1006110","高","高","价值用户"
"101082","高","高","价值用户"
"1012426","高","高","价值用户"
"1013586","高","高","价值用户"
"1015278","高","高","价值用户"
"1015421","高","高","价值用户"
"102422","高","高","价值用户"
"102633","高","高","价值用户"
"103790","高","高","价值用户"
"103852","高","高","价值用户"
"105495","高","高","价值用户"
"106940","高","高","价值用户"
"107233","高","高","价值用户"
"108407","高","高","价值用户"
"109728","高","高","价值用户"
"111266","高","高","价值用户"
"112242","高","高","价值用户"
"115254","高","高","价值用户"
"115337","高","高","价值用户"
"115416","高","高","价值用户"
"116405","高","高","价值用户"
"11714","高","高","价值用户"
"11721","高","高","价值用户"
"120009","高","高","价值用户"
"120228","高","高","价值用户"
"122871","高","高","价值用户"
"124387","高","高","价值用户"
"12665","高","高","价值用户"
"126900","高","高","价值用户"
"12756","高","高","价值用户"
"112726","高","高","价值用户"
"11323","高","高","价值用户"
"113823","高","高","价值用户"
"113910","高","高","价值用户"
"116381","高","高","价值用户"
"117200","高","高","价值用户"
"117585","高","高","价值用户"
"117772","高","高","价值用户"
"119343","高","高","价值用户"
"120315","高","高","价值用户"
"120594","高","高","价值用户"
"121379","高","高","价值用户"
"121937","高","高","价值用户"
"123344","高","高","价值用户"
"124194","高","高","价值用户"
"125355","高","高","价值用户"
"125401","高","高","价值用户"
"127345","高","高","价值用户"
"128152","高","高","价值用户"
"128461","高","高","价值用户"
"1000565","高","高","价值用户"
"10024","高","高","价值用户"
"1004785","高","高","价值用户"
"100483","高","高","价值用户"
"1004964","高","高","价值用户"
"1006267","高","高","价值用户"
"1006402","高","高","价值用户"
"1006482","高","高","价值用户"
"1009516","高","高","价值用户"
"1009532","高","高","价值用户"
"1010864","高","高","价值用户"
"101096","高","高","价值用户"
"1012373","高","高","价值用户"
"1013728","高","高","价值用户"
"1014022","高","高","价值用户"
"1014789","高","高","价值用户"
"101583","高","高","价值用户"
"1016682","高","高","价值用户"
"101678","高","高","价值用户"
"1016838","高","高","价值用户"
"1017117","高","高","价值用户"
"101771","高","高","价值用户"
"102020","高","高","价值用户"
"102048","高","高","价值用户"
"102050","高","高","价值用户"
"102304","高","高","价值用户"
"102719","高","高","价值用户"
"102972","高","高","价值用户"
"103156","高","高","价值用户"
"103303","高","高","价值用户"
"103780","高","高","价值用户"
"104098","高","高","价值用户"
"105360","高","高","价值用户"
"106649","高","高","价值用户"
"107028","高","高","价值用户"
"107627","高","高","价值用户"
"108140","高","高","价值用户"
"108364","高","高","价值用户"
"110405","高","高","价值用户"
"11045","高","高","价值用户"
"110956","高","高","价值用户"
"11099","高","高","价值用户"
"111270","高","高","价值用户"
"111524","高","高","价值用户"
"1000191","高","高","价值用户"
"1001081","高","高","价值用户"
"1001145","高","高","价值用户"
"1001326","高","高","价值用户"
"100186","高","高","价值用户"
"1001915","高","高","价值用户"
"1002034","高","高","价值用户"
"1002066","高","高","价值用户"
"1002201","高","高","价值用户"
"1002251","高","高","价值用户"
"1002449","高","高","价值用户"
"1003131","高","高","价值用户"
"1003586","高","高","价值用户"
"1003781","高","高","价值用户"
"1003975","高","高","价值用户"
"1004339","高","高","价值用户"
"1005294","高","高","价值用户"
"1005337","高","高","价值用户"
"10057","高","高","价值用户"
"1005845","高","高","价值用户"
"1006469","高","高","价值用户"
"1007163","高","高","价值用户"
"1007579","高","高","价值用户"
"1007755","高","高","价值用户"
"1007925","高","高","价值用户"
"100797","高","高","价值用户"
"1008082","高","高","价值用户"
"1008137","高","高","价值用户"
"1008289","高","高","价值用户"
"1010051","高","高","价值用户"
"1010079","高","高","价值用户"
"1010125","高","高","价值用户"
"101092","高","高","价值用户"
"1011470","高","高","价值用户"
"1014048","高","高","价值用户"
"1014577","高","高","价值用户"
"1015055","高","高","价值用户"
"1015065","高","高","价值用户"
"1015279","高","高","价值用户"
"1015342","高","高","价值用户"
"1017938","高","高","价值用户"
"102728","高","高","价值用户"
"102933","高","高","价值用户"
"10301","高","高","价值用户"
"103096","高","高","价值用户"
"103202","高","高","价值用户"
"103817","高","高","价值用户"
"104337","高","高","价值用户"
"104599","高","高","价值用户"
"104691","高","高","价值用户"
"104781","高","高","价值用户"
"10502","高","高","价值用户"
"105581","高","高","价值用户"
"105712","高","高","价值用户"
"106142","高","高","价值用户"
"107191","高","高","价值用户"
"107989","高","高","价值用户"
"108187","高","高","价值用户"
"108480","高","高","价值用户"
"10968","高","高","价值用户"
"109957","高","高","价值用户"
"110271","高","高","价值用户"
"110622","高","高","价值用户"
"110801","高","高","价值用户"
"111052","高","高","价值用户"
"111492","高","高","价值用户"
"112243","高","高","价值用户"
"113361","高","高","价值用户"
"11380","高","高","价值用户"
"114002","高","高","价值用户"
"114650","高","高","价值用户"
"114954","高","高","价值用户"
"115864","高","高","价值用户"
"115941","高","高","价值用户"
"116717","高","高","价值用户"
"117957","高","高","价值用户"
"119664","高","高","价值用户"
"121941","高","高","价值用户"
"122083","高","高","价值用户"
"122232","高","高","价值用户"
"122616","高","高","价值用户"
"123264","高","高","价值用户"
"12351","高","高","价值用户"
"124033","高","高","价值用户"
"124641","高","高","价值用户"
"12492","高","高","价值用户"
"125503","高","高","价值用户"
"125624","高","高","价值用户"
"125800","高","高","价值用户"
"125920","高","高","价值用户"
"126530","高","高","价值用户"
"127054","高","高","价值用户"
"127178","高","高","价值用户"
"127323","高","高","价值用户"
"112887","高","高","价值用户"
"112961","高","高","价值用户"
"1131","高","高","价值用户"
"113111","高","高","价值用户"
"114142","高","高","价值用户"
"114246","高","高","价值用户"
"11498","高","高","价值用户"
"115221","高","高","价值用户"
"115376","高","高","价值用户"
"115530","高","高","价值用户"
"115730","高","高","价值用户"
"115733","高","高","价值用户"
"115749","高","高","价值用户"
"115773","高","高","价值用户"
"116355","高","高","价值用户"
"116596","高","高","价值用户"
"116611","高","高","价值用户"
"116736","高","高","价值用户"
"116906","高","高","价值用户"
"117193","高","高","价值用户"
"117311","高","高","价值用户"
"117421","高","高","价值用户"
"117679","高","高","价值用户"
"117767","高","高","价值用户"
"117770","高","高","价值用户"
"117808","高","高","价值用户"
"117983","高","高","价值用户"
"118021","高","高","价值用户"
"118079","高","高","价值用户"
"118136","高","高","价值用户"
"11834","高","高","价值用户"
"118847","高","高","价值用户"
"119076","高","高","价值用户"
"119128","高","高","价值用户"
"119205","高","高","价值用户"
"119213","高","高","价值用户"
"119379","高","高","价值用户"
"119392","高","高","价值用户"
"119395","高","高","价值用户"
"119410","高","高","价值用户"
"119746","高","高","价值用户"
"120563","高","高","价值用户"
"12104","高","高","价值用户"
"12124","高","高","价值用户"
"12186","高","高","价值用户"
"122911","高","高","价值用户"
"123132","高","高","价值用户"
"123222","高","高","价值用户"
"123539","高","高","价值用户"
"123871","高","高","价值用户"
"124291","高","高","价值用户"
"124506","高","高","价值用户"
"124533","高","高","价值用户"
"125508","高","高","价值用户"
"125985","高","高","价值用户"
"126145","高","高","价值用户"
"126572","高","高","价值用户"
"126604","高","高","价值用户"
"128271","高","高","价值用户"
"128590","高","高","价值用户"
"1000054","高","高","价值用户"
"1000263","高","高","价值用户"
"1001102","高","高","价值用户"
"1001596","高","高","价值用户"
"1001783","高","高","价值用户"
"1003390","高","高","价值用户"
"1003885","高","高","价值用户"
"1004075","高","高","价值用户"
"1005324","高","高","价值用户"
"1005752","高","高","价值用户"
"1005758","高","高","价值用户"
"100663","高","高","价值用户"
"1007248","高","高","价值用户"
"1007253","高","高","价值用户"
"1007349","高","高","价值用户"
"1007782","高","高","价值用户"
"100803","高","高","价值用户"
"1008065","高","高","价值用户"
"1008587","高","高","价值用户"
"1009121","高","高","价值用户"
"1009559","高","高","价值用户"
"1009768","高","高","价值用户"
"1010598","高","高","价值用户"
"1010755","高","高","价值用户"
"1010784","高","高","价值用户"
"1011005","高","高","价值用户"
"1011050","高","高","价值用户"
"1012000","高","高","价值用户"
"1012040","高","高","价值用户"
"1012333","高","高","价值用户"
"1012501","高","高","价值用户"
"1013118","高","高","价值用户"
"1013697","高","高","价值用户"
"1013765","高","高","价值用户"
"1014197","高","高","价值用户"
"1015130","高","高","价值用户"
"1015386","高","高","价值用户"
"1015890","高","高","价值用户"
"1016741","高","高","价值用户"
"1016998","高","高","价值用户"
"1017036","高","高","价值用户"
"1017379","高","高","价值用户"
"1017392","高","高","价值用户"
"1017456","高","高","价值用户"
"1017670","高","高","价值用户"
"101777","高","高","价值用户"
"102075","高","高","价值用户"
"102103","高","高","价值用户"
"102270","高","高","价值用户"
"102626","高","高","价值用户"
"102682","高","高","价值用户"
"102795","高","高","价值用户"
"103062","高","高","价值用户"
"10396","高","高","价值用户"
"10404","高","高","价值用户"
"104053","高","高","价值用户"
"104334","高","高","价值用户"
"104659","高","高","价值用户"
"104778","高","高","价值用户"
"104944","高","高","价值用户"
"10519","高","高","价值用户"
"105194","高","高","价值用户"
"10618","高","高","价值用户"
"106600","高","高","价值用户"
"10802","高","高","价值用户"
"108206","高","高","价值用户"
"108773","高","高","价值用户"
"109100","高","高","价值用户"
"109157","高","高","价值用户"
"109233","高","高","价值用户"
"109397","高","高","价值用户"
"109733","高","高","价值用户"
"110056","高","高","价值用户"
"110359","高","高","价值用户"
"110518","高","高","价值用户"
"110885","高","高","价值用户"
"111169","高","高","价值用户"
"1114","高","高","价值用户"
"112145","高","高","价值用户"
"112285","高","高","价值用户"
"112417","高","高","价值用户"
"1000134","高","低","发展用户"
"1000520","高","低","发展用户"
"1000676","高","低","发展用户"
"1000735","高","低","发展用户"
"10008","高","低","发展用户"
"1001444","高","低","发展用户"
"1001532","高","低","发展用户"
"1001877","高","低","发展用户"
"1002142","高","低","发展用户"
"100215","高","低","发展用户"
"1002295","高","低","发展用户"
"1002392","高","低","发展用户"
"1002672","高","低","发展用户"
"1002714","高","低","发展用户"
"1002847","高","低","发展用户"
"1003332","高","低","发展用户"
"1003341","高","低","发展用户"
"1003838","高","低","发展用户"
"1004021","高","低","发展用户"
"1004357","高","低","发展用户"
"1004366","高","低","发展用户"
"1004538","高","低","发展用户"
"1004577","高","低","发展用户"
"1004730","高","低","发展用户"
"1005320","高","低","发展用户"
"1005422","高","低","发展用户"
"1005502","高","低","发展用户"
"1005897","高","低","发展用户"
"1005909","高","低","发展用户"
"1005990","高","低","发展用户"
"100600","高","低","发展用户"
"1006159","高","低","发展用户"
"1006224","高","低","发展用户"
"1006405","高","低","发展用户"
"1006513","高","低","发展用户"
"1006525","高","低","发展用户"
"1006666","高","低","发展用户"
"1007356","高","低","发展用户"
"100740","高","低","发展用户"
"1007976","高","低","发展用户"
"1007983","高","低","发展用户"
"100871","高","低","发展用户"
"1008794","高","低","发展用户"
"1009158","高","低","发展用户"
"1009202","高","低","发展用户"
"1009771","高","低","发展用户"
"1010279","高","低","发展用户"
"1010504","高","低","发展用户"
"101088","高","低","发展用户"
"1011272","高","低","发展用户"
"1011326","高","低","发展用户"
"1011651","高","低","发展用户"
"1011699","高","低","发展用户"
"1011880","高","低","发展用户"
"1012459","高","低","发展用户"
"1012693","高","低","发展用户"
"1012736","高","低","发展用户"
"1012793","高","低","发展用户"
"1012795","高","低","发展用户"
"1012945","高","低","发展用户"
"1013169","高","低","发展用户"
"1013336","高","低","发展用户"
"1013787","高","低","发展用户"
"1013893","高","低","发展用户"
"101392","高","低","发展用户"
"101394","高","低","发展用户"
"1014059","高","低","发展用户"
"1014291","高","低","发展用户"
"1014358","高","低","发展用户"
"101473","高","低","发展用户"
