"User_ID","R","F"
"1006984","0","1"
"1007094","0","1"
"1007246","0","1"
"1007274","0","1"
"1007313","0","1"
"1007573","0","1"
"1007624","0","1"
"1007665","0","1"
"1007691","0","1"
"1007699","0","1"
"1007843","0","1"
"1007860","0","1"
"1007928","0","1"
"1007957","0","1"
"1008323","0","1"
"1008684","0","1"
"1008846","0","1"
"1009243","0","1"
"1009328","0","1"
"1009645","0","1"
"1009748","0","1"
"1009853","0","1"
"1009949","0","1"
"1010376","0","1"
"1010455","0","1"
"1010593","0","1"
"1010694","0","1"
"1010713","0","1"
"1010765","0","1"
"1010817","0","1"
"1011397","0","1"
"101144","0","1"
"1011868","0","1"
"1012155","0","1"
"1012164","0","1"
"1012222","0","1"
"1012541","0","1"
"101269","0","1"
"1013180","0","1"
"1013277","0","1"
"1013611","0","1"
"1013877","0","1"
"1013991","0","1"
"1014069","0","1"
"101413","0","1"
"1014243","0","1"
"1014517","0","1"
"1014614","0","1"
"1014617","0","1"
"1014667","0","1"
"101489","0","1"
"1014955","0","1"
"1015032","0","1"
"1015184","0","1"
"1015695","0","1"
"1015740","0","1"
"1015784","0","1"
"1015787","0","1"
"1015907","0","1"
"1016129","0","1"
"1016265","0","1"
"1016418","0","1"
"1016451","0","1"
"1016501","0","1"
"1016653","0","1"
"1016872","0","1"
"1017100","0","1"
"1017107","0","1"
"1017116","0","1"
"1017453","0","1"
"1017484","0","1"
"1017525","0","1"
"101767","0","1"
"1017725","0","1"
"1017814","0","1"
"1017894","0","1"
"101909","0","1"
"102101","0","1"
"102119","0","1"
"102286","0","1"
"102390","0","1"
"102647","0","1"
"102667","0","1"
"10279","0","1"
"102856","0","1"
"102879","0","1"
"103004","0","1"
"103019","0","1"
"103046","0","1"
"103143","0","1"
"103165","0","1"
"103310","0","1"
"103582","0","1"
"103628","0","1"
"10368","0","1"
"103694","0","1"
"103716","0","1"
"103733","0","1"
"103777","0","1"
"103914","0","1"
"103957","0","1"
"104520","0","1"
"104640","0","1"
"104653","0","1"
"104690","0","1"
"104734","0","1"
"104822","0","1"
"10527","0","1"
"105425","0","1"
"105551","0","1"
"105616","0","1"
"105861","0","1"
"10593","0","1"
"106157","0","1"
"106457","0","1"
"106507","0","1"
"106681","0","1"
"106848","0","1"
"106952","0","1"
"106955","0","1"
"106994","0","1"
"106997","0","1"
"107238","0","1"
"107350","0","1"
"107488","0","1"
"107549","0","1"
"107735","0","1"
"108022","0","1"
"108302","0","1"
"108519","0","1"
"108568","0","1"
"108588","0","1"
"109085","0","1"
"109439","0","1"
"109444","0","1"
"1095","0","1"
"109604","0","1"
"109977","0","1"
"110025","0","1"
"110116","0","1"
"110165","0","1"
"110259","0","1"
"110565","0","1"
"11126","0","1"
"111369","0","1"
"111387","0","1"
"11140","0","1"
"111585","0","1"
"111975","0","1"
"112010","0","1"
"112094","0","1"
"112443","0","1"
"11246","0","1"
"112468","0","1"
"112544","0","1"
"112965","0","1"
"113031","0","1"
"113326","0","1"
"113491","0","1"
"113577","0","1"
"113598","0","1"
"113631","0","1"
"113763","0","1"
"113770","0","1"
"114321","0","1"
"114339","0","1"
"114405","0","1"
"11452","0","1"
"114594","0","1"
"114637","0","1"
"114682","0","1"
"114771","0","1"
"114805","0","1"
"114916","0","1"
"115104","0","1"
"115227","0","1"
"115245","0","1"
"115620","0","1"
"115994","0","1"
"116348","0","1"
"116350","0","1"
"116636","0","1"
"116647","0","1"
"117202","0","1"
"117262","0","1"
"117341","0","1"
"117425","0","1"
"117556","0","1"
"117692","0","1"
"117990","0","1"
"11812","0","1"
"118147","0","1"
"118779","0","1"
"118820","0","1"
"11889","0","1"
"118955","0","1"
"119061","0","1"
"119136","0","1"
"119241","0","1"
"119333","0","1"
"120071","0","1"
"120269","0","1"
"120825","0","1"
"120887","0","1"
"121027","0","1"
"121076","0","1"
"121174","0","1"
"121218","0","1"
"121325","0","1"
"121540","0","1"
"121571","0","1"
"121684","0","1"
"122020","0","1"
"122115","0","1"
"122573","0","1"
"122619","0","1"
"122706","0","1"
"122723","0","1"
"122935","0","1"
"123178","0","1"
"123192","0","1"
"123304","0","1"
"123374","0","1"
"123553","0","1"
"12360","0","1"
"123611","0","1"
"12387","0","1"
"123983","0","1"
"12412","0","1"
"124219","0","1"
"124295","0","1"
"124475","0","1"
"124872","0","1"
"124900","0","1"
"124917","0","1"
"12500","0","1"
"125328","0","1"
"125524","0","1"
"125649","0","1"
"125653","0","1"
"125897","0","1"
"125989","0","1"
"126063","0","1"
"126073","0","1"
"126214","0","1"
"126235","0","1"
"126289","0","1"
"12632","0","1"
"126347","0","1"
"126500","0","1"
"126677","0","1"
"126713","0","1"
"126714","0","1"
"12674","0","1"
"126891","0","1"
"12700","0","1"
"127057","0","1"
"127125","0","1"
"127139","0","1"
"127384","0","1"
"127417","0","1"
"127529","0","1"
"127684","0","1"
"127686","0","1"
"127713","0","1"
"127749","0","1"
"127773","0","1"
"127869","0","1"
"128038","0","1"
"128224","0","1"
"108865","1","36"
"1003901","1","31"
"1010288","1","30"
"116930","1","25"
"106286","1","23"
"1009501","1","17"
"123714","1","17"
"113371","1","16"
"1000723","1","16"
"1010333","1","16"
"1011390","1","15"
"12035","1","15"
"1010219","1","14"
"103242","1","14"
"107027","1","14"
"107078","1","13"
"115411","1","13"
"122410","1","12"
"12322","1","12"
"1004096","1","12"
"1004458","1","12"
"111932","1","12"
"1002222","1","11"
"1008972","1","11"
"1009934","1","11"
"109321","1","11"
"117539","1","11"
"118784","1","11"
"124321","1","11"
"113446","1","10"
"120448","1","10"
"127621","1","10"
"1010603","1","10"
"1010785","1","10"
"1012525","1","10"
"103153","1","10"
"1002237","1","9"
"1006141","1","9"
"1008221","1","9"
"1012002","1","9"
"1015988","1","9"
"104785","1","9"
"107588","1","9"
"108275","1","9"
"111365","1","9"
"11141","1","9"
"111822","1","9"
"117184","1","9"
"119125","1","9"
"1192","1","9"
"120379","1","9"
"120734","1","9"
"122383","1","9"
"122423","1","9"
"12476","1","9"
"125864","1","9"
"127276","1","9"
"112710","1","8"
"113896","1","8"
"116894","1","8"
"121070","1","8"
"121288","1","8"
"12289","1","8"
"123563","1","8"
"125061","1","8"
"12630","1","8"
"126641","1","8"
"1000349","1","8"
"1001856","1","8"
"1002589","1","8"
"1003428","1","8"
"1004745","1","8"
"1004835","1","8"
"1009070","1","8"
"1015330","1","8"
"103895","1","8"
"104894","1","8"
"106635","1","8"
"110117","1","8"
"110336","1","8"
"111785","1","8"
"1001841","1","7"
"1002185","1","7"
"1002637","1","7"
"1004792","1","7"
"1005688","1","7"
"1006110","1","7"
"101082","1","7"
"1012426","1","7"
"1013586","1","7"
"1015278","1","7"
"1015421","1","7"
"102422","1","7"
"102633","1","7"
"103790","1","7"
"103852","1","7"
"105495","1","7"
"106940","1","7"
"107233","1","7"
"108407","1","7"
"109728","1","7"
"111266","1","7"
"112242","1","7"
"115254","1","7"
"115337","1","7"
"115416","1","7"
"116405","1","7"
"11714","1","7"
"11721","1","7"
"120009","1","7"
"120228","1","7"
"122871","1","7"
"124387","1","7"
"12665","1","7"
"126900","1","7"
"12756","1","7"
"112726","1","6"
"11323","1","6"
"113823","1","6"
"113910","1","6"
"116381","1","6"
"117200","1","6"
"117585","1","6"
"117772","1","6"
"119343","1","6"
"120315","1","6"
"120594","1","6"
"121379","1","6"
"121937","1","6"
"123344","1","6"
"124194","1","6"
"125355","1","6"
"125401","1","6"
"127345","1","6"
"128152","1","6"
"128461","1","6"
"1000565","1","6"
"10024","1","6"
"1004785","1","6"
"100483","1","6"
"1004964","1","6"
"1006267","1","6"
"1006402","1","6"
"1006482","1","6"
"1009516","1","6"
"1009532","1","6"
"1010864","1","6"
"101096","1","6"
"1012373","1","6"
"1013728","1","6"
"1014022","1","6"
"1014789","1","6"
"101583","1","6"
"1016682","1","6"
"101678","1","6"
"1016838","1","6"
"1017117","1","6"
"101771","1","6"
"102020","1","6"
"102048","1","6"
"102050","1","6"
"102304","1","6"
"102719","1","6"
"102972","1","6"
"103156","1","6"
"103303","1","6"
"103780","1","6"
"104098","1","6"
"105360","1","6"
"106649","1","6"
"107028","1","6"
"107627","1","6"
"108140","1","6"
"108364","1","6"
"110405","1","6"
"11045","1","6"
"110956","1","6"
"11099","1","6"
"111270","1","6"
"111524","1","6"
"1000191","1","5"
"1001081","1","5"
"1001145","1","5"
"1001326","1","5"
"100186","1","5"
"1001915","1","5"
"1002034","1","5"
"1002066","1","5"
"1002201","1","5"
"1002251","1","5"
"1002449","1","5"
"1003131","1","5"
"1003586","1","5"
"1003781","1","5"
"1003975","1","5"
"1004339","1","5"
"1005294","1","5"
"1005337","1","5"
"10057","1","5"
"1005845","1","5"
"1006469","1","5"
"1007163","1","5"
"1007579","1","5"
"1007755","1","5"
"1007925","1","5"
"100797","1","5"
"1008082","1","5"
"1008137","1","5"
"1008289","1","5"
"1010051","1","5"
"1010079","1","5"
"1010125","1","5"
"101092","1","5"
"1011470","1","5"
"1014048","1","5"
"1014577","1","5"
"1015055","1","5"
"1015065","1","5"
"1015279","1","5"
"1015342","1","5"
"1017938","1","5"
"102728","1","5"
"102933","1","5"
"10301","1","5"
"103096","1","5"
"103202","1","5"
"103817","1","5"
"104337","1","5"
"104599","1","5"
"104691","1","5"
"104781","1","5"
"10502","1","5"
"105581","1","5"
"105712","1","5"
"106142","1","5"
"107191","1","5"
"107989","1","5"
"108187","1","5"
"108480","1","5"
"10968","1","5"
"109957","1","5"
"110271","1","5"
"110622","1","5"
"110801","1","5"
"111052","1","5"
"111492","1","5"
"112243","1","5"
"113361","1","5"
"11380","1","5"
"114002","1","5"
"114650","1","5"
"114954","1","5"
"115864","1","5"
"115941","1","5"
"116717","1","5"
"117957","1","5"
"119664","1","5"
"121941","1","5"
"122083","1","5"
"122232","1","5"
"122616","1","5"
"123264","1","5"
"12351","1","5"
"124033","1","5"
"124641","1","5"
"12492","1","5"
"125503","1","5"
"125624","1","5"
"125800","1","5"
"125920","1","5"
"126530","1","5"
"127054","1","5"
"127178","1","5"
"127323","1","5"
"112887","1","4"
"112961","1","4"
"1131","1","4"
"113111","1","4"
"114142","1","4"
"114246","1","4"
"11498","1","4"
"115221","1","4"
"115376","1","4"
"115530","1","4"
"115730","1","4"
"115733","1","4"
"115749","1","4"
"115773","1","4"
"116355","1","4"
"116596","1","4"
"116611","1","4"
"116736","1","4"
"116906","1","4"
"117193","1","4"
"117311","1","4"
"117421","1","4"
"117679","1","4"
"117767","1","4"
"117770","1","4"
"117808","1","4"
"117983","1","4"
"118021","1","4"
"118079","1","4"
"118136","1","4"
"11834","1","4"
"118847","1","4"
"119076","1","4"
"119128","1","4"
"119205","1","4"
"119213","1","4"
"119379","1","4"
"119392","1","4"
"119395","1","4"
"119410","1","4"
"119746","1","4"
"120563","1","4"
"12104","1","4"
"12124","1","4"
"12186","1","4"
"122911","1","4"
"123132","1","4"
"123222","1","4"
"123539","1","4"
"123871","1","4"
"124291","1","4"
"124506","1","4"
"124533","1","4"
"125508","1","4"
"125985","1","4"
"126145","1","4"
"126572","1","4"
"126604","1","4"
"128271","1","4"
"128590","1","4"
"1000054","1","4"
"1000263","1","4"
"1001102","1","4"
"1001596","1","4"
"1001783","1","4"
"1003390","1","4"
"1003885","1","4"
"1004075","1","4"
"1005324","1","4"
"1005752","1","4"
"1005758","1","4"
"100663","1","4"
"1007248","1","4"
"1007253","1","4"
"1007349","1","4"
"1007782","1","4"
"100803","1","4"
"1008065","1","4"
"1008587","1","4"
"1009121","1","4"
"1009559","1","4"
"1009768","1","4"
"1010598","1","4"
"1010755","1","4"
"1010784","1","4"
"1011005","1","4"
"1011050","1","4"
"1012000","1","4"
"1012040","1","4"
"1012333","1","4"
"1012501","1","4"
"1013118","1","4"
"1013697","1","4"
"1013765","1","4"
"1014197","1","4"
"1015130","1","4"
"1015386","1","4"
"1015890","1","4"
"1016741","1","4"
"1016998","1","4"
"1017036","1","4"
"1017379","1","4"
"1017392","1","4"
"1017456","1","4"
"1017670","1","4"
"101777","1","4"
"102075","1","4"
"102103","1","4"
"102270","1","4"
"102626","1","4"
"102682","1","4"
"102795","1","4"
"103062","1","4"
"10396","1","4"
"10404","1","4"
"104053","1","4"
"104334","1","4"
"104659","1","4"
"104778","1","4"
"104944","1","4"
"10519","1","4"
"105194","1","4"
"10618","1","4"
"106600","1","4"
"10802","1","4"
"108206","1","4"
"108773","1","4"
"109100","1","4"
"109157","1","4"
"109233","1","4"
"109397","1","4"
"109733","1","4"
"110056","1","4"
"110359","1","4"
"110518","1","4"
"110885","1","4"
"111169","1","4"
"1114","1","4"
"112145","1","4"
"112285","1","4"
"112417","1","4"
"1000134","1","3"
"1000520","1","3"
"1000676","1","3"
"1000735","1","3"
"10008","1","3"
"1001444","1","3"
"1001532","1","3"
"1001877","1","3"
"1002142","1","3"
"100215","1","3"
"1002295","1","3"
"1002392","1","3"
"1002672","1","3"
"1002714","1","3"
"1002847","1","3"
"1003332","1","3"
"1003341","1","3"
"1003838","1","3"
"1004021","1","3"
"1004357","1","3"
"1004366","1","3"
"1004538","1","3"
"1004577","1","3"
"1004730","1","3"
"1005320","1","3"
"1005422","1","3"
"1005502","1","3"
"1005897","1","3"
"1005909","1","3"
"1005990","1","3"
"100600","1","3"
"1006159","1","3"
"1006224","1","3"
"1006405","1","3"
"1006513","1","3"
"1006525","1","3"
"1006666","1","3"
"1007356","1","3"
"100740","1","3"
"1007976","1","3"
"1007983","1","3"
"100871","1","3"
"1008794","1","3"
"1009158","1","3"
"1009202","1","3"
"1009771","1","3"
"1010279","1","3"
"1010504","1","3"
"101088","1","3"
"1011272","1","3"
"1011326","1","3"
"1011651","1","3"
"1011699","1","3"
"1011880","1","3"
"1012459","1","3"
"1012693","1","3"
"1012736","1","3"
"1012793","1","3"
"1012795","1","3"
"1012945","1","3"
"1013169","1","3"
"1013336","1","3"
"1013787","1","3"
"1013893","1","3"
"101392","1","3"
"101394","1","3"
"1014059","1","3"
"1014291","1","3"
"1014358","1","3"
"101473","1","3"
"1014939","1","3"
"1015060","1","3"
"1015186","1","3"
"1015193","1","3"
"1015253","1","3"
"1015460","1","3"
"1015656","1","3"
"1015742","1","3"
"1015831","1","3"
"1015982","1","3"
"1016020","1","3"
"1016185","1","3"
"1016237","1","3"
"1016247","1","3"
"1016430","1","3"
"1016711","1","3"
"1017170","1","3"
"1017269","1","3"
"1017378","1","3"
"1017850","1","3"
"10230","1","3"
"102481","1","3"
"102495","1","3"
"102569","1","3"
"102697","1","3"
"102731","1","3"
"10297","1","3"
"10299","1","3"
"10321","1","3"
"103373","1","3"
"103446","1","3"
"103448","1","3"
"103458","1","3"
"103469","1","3"
"103810","1","3"
"104013","1","3"
"104065","1","3"
"104191","1","3"
"104935","1","3"
"105140","1","3"
"105488","1","3"
"105775","1","3"
"106549","1","3"
"106640","1","3"
"106703","1","3"
"106789","1","3"
"107239","1","3"
"107345","1","3"
"107472","1","3"
"107817","1","3"
"108092","1","3"
"108428","1","3"
"108526","1","3"
"108629","1","3"
"108666","1","3"
"108988","1","3"
"109117","1","3"
"109732","1","3"
"110092","1","3"
"110536","1","3"
"110707","1","3"
"110725","1","3"
"110934","1","3"
"110976","1","3"
"111262","1","3"
"111306","1","3"
"111616","1","3"
"111867","1","3"
"111908","1","3"
"111910","1","3"
"112526","1","3"
"11255","1","3"
"112890","1","3"
"113069","1","3"
"113143","1","3"
"113334","1","3"
"113956","1","3"
"114010","1","3"
"114219","1","3"
"114394","1","3"
"114744","1","3"
"114912","1","3"
"115238","1","3"
"115250","1","3"
"115563","1","3"
"116364","1","3"
"11682","1","3"
"117041","1","3"
"117092","1","3"
"117782","1","3"
"117886","1","3"
"117902","1","3"
"117965","1","3"
"117972","1","3"
"118231","1","3"
"118796","1","3"
"118965","1","3"
"119534","1","3"
"119883","1","3"
"120305","1","3"
"12037","1","3"
"120514","1","3"
"120745","1","3"
"120851","1","3"
"120922","1","3"
"121085","1","3"
"12146","1","3"
"121551","1","3"
"121601","1","3"
"121975","1","3"
"122","1","3"
"122503","1","3"
"122864","1","3"
"122910","1","3"
"123020","1","3"
"123028","1","3"
"123256","1","3"
"123530","1","3"
"123635","1","3"
"12378","1","3"
"123803","1","3"
"123809","1","3"
"123897","1","3"
"123971","1","3"
"123992","1","3"
"124065","1","3"
"124093","1","3"
"124152","1","3"
"124397","1","3"
"124660","1","3"
"125164","1","3"
"125216","1","3"
"125903","1","3"
"125987","1","3"
"126196","1","3"
"126336","1","3"
"126544","1","3"
"126603","1","3"
"126651","1","3"
"126704","1","3"
"126923","1","3"
"126969","1","3"
"127014","1","3"
"127141","1","3"
"127407","1","3"
"127611","1","3"
"127820","1","3"
"1281","1","3"
"128528","1","3"
"112899","1","2"
"113297","1","2"
"1133","1","2"
"11343","1","2"
"113556","1","2"
"113593","1","2"
"113717","1","2"
"113848","1","2"
"114367","1","2"
"114438","1","2"
"114669","1","2"
"115326","1","2"
"115333","1","2"
"115596","1","2"
"115874","1","2"
"115967","1","2"
"116143","1","2"
"116167","1","2"
"116617","1","2"
"117016","1","2"
"117336","1","2"
"117356","1","2"
"117367","1","2"
"117652","1","2"
"117671","1","2"
"118469","1","2"
"118587","1","2"
"118611","1","2"
"118859","1","2"
"119032","1","2"
"119316","1","2"
"119318","1","2"
"119457","1","2"
"119481","1","2"
"119508","1","2"
"119735","1","2"
"119767","1","2"
"119991","1","2"
"12004","1","2"
"120093","1","2"
"12026","1","2"
"120304","1","2"
"12078","1","2"
"120938","1","2"
"121129","1","2"
"121206","1","2"
"121605","1","2"
"121798","1","2"
"121808","1","2"
"121843","1","2"
"122005","1","2"
"12230","1","2"
"122512","1","2"
"122670","1","2"
"122735","1","2"
"122774","1","2"
"122855","1","2"
"122860","1","2"
"122869","1","2"
"122939","1","2"
"123003","1","2"
"123076","1","2"
"123134","1","2"
"123340","1","2"
"123403","1","2"
"123519","1","2"
"12356","1","2"
"123888","1","2"
"12389","1","2"
"123905","1","2"
"123968","1","2"
"12403","1","2"
"124046","1","2"
"124171","1","2"
"12455","1","2"
"12466","1","2"
"124809","1","2"
"125082","1","2"
"125457","1","2"
"126021","1","2"
"126238","1","2"
"126470","1","2"
"126526","1","2"
"126533","1","2"
"126768","1","2"
"126955","1","2"
"127030","1","2"
"127194","1","2"
"127500","1","2"
"127548","1","2"
"127564","1","2"
"127687","1","2"
"127699","1","2"
"127858","1","2"
"127876","1","2"
"12851","1","2"
"128516","1","2"
"128553","1","2"
"128591","1","2"
"100009","1","2"
"1000165","1","2"
"100088","1","2"
"1001005","1","2"
"1001104","1","2"
"1001270","1","2"
"100128","1","2"
"1001352","1","2"
"1001381","1","2"
"100141","1","2"
"1001578","1","2"
"1001667","1","2"
"1001850","1","2"
"1001870","1","2"
"1002254","1","2"
"1002350","1","2"
"1002597","1","2"
"100264","1","2"
"1002696","1","2"
"1002931","1","2"
"1002943","1","2"
"1002992","1","2"
"1003063","1","2"
"1003176","1","2"
"1003296","1","2"
"1003410","1","2"
"100357","1","2"
"1003938","1","2"
"100395","1","2"
"1003998","1","2"
"1004019","1","2"
"1004032","1","2"
"1004350","1","2"
"1004396","1","2"
"1004405","1","2"
"1004446","1","2"
"1004565","1","2"
"1004659","1","2"
"1004743","1","2"
"1004841","1","2"
"1004862","1","2"
"1004973","1","2"
"1004993","1","2"
"1005103","1","2"
"1005188","1","2"
"1005585","1","2"
"100561","1","2"
"1005705","1","2"
"1005822","1","2"
"1005864","1","2"
"1005982","1","2"
"1006538","1","2"
"1006660","1","2"
"1006768","1","2"
"1007037","1","2"
"1007058","1","2"
"1007088","1","2"
"1007201","1","2"
"100734","1","2"
"1007401","1","2"
"1007441","1","2"
"1007445","1","2"
"1007452","1","2"
"1007597","1","2"
"1007671","1","2"
"1007739","1","2"
"1007778","1","2"
"100822","1","2"
"1008287","1","2"
"1008427","1","2"
"1008485","1","2"
"1008661","1","2"
"1008729","1","2"
"1008879","1","2"
"1008882","1","2"
"1008933","1","2"
"1008934","1","2"
"1009291","1","2"
"1009402","1","2"
"1009619","1","2"
"1009719","1","2"
"1009803","1","2"
"100992","1","2"
"1010016","1","2"
"1010198","1","2"
"1010205","1","2"
"1010433","1","2"
"1010519","1","2"
"1010754","1","2"
"1011108","1","2"
"101114","1","2"
"1011420","1","2"
"101165","1","2"
"1011749","1","2"
"1011760","1","2"
"101190","1","2"
"1012104","1","2"
"1012380","1","2"
"1012535","1","2"
"1012536","1","2"
"1012651","1","2"
"1013030","1","2"
"1013136","1","2"
"1013238","1","2"
"1013240","1","2"
"1013323","1","2"
"101335","1","2"
"1013376","1","2"
"101339","1","2"
"1013526","1","2"
"1013563","1","2"
"1013600","1","2"
"1013652","1","2"
"1013678","1","2"
"1013687","1","2"
"1014032","1","2"
"1014046","1","2"
"1014152","1","2"
"1014156","1","2"
"1014275","1","2"
"1014279","1","2"
"1014458","1","2"
"101457","1","2"
"10146","1","2"
"101474","1","2"
"1014896","1","2"
"1014912","1","2"
"1015045","1","2"
"1015090","1","2"
"1015403","1","2"
"1015458","1","2"
"1015472","1","2"
"1015600","1","2"
"1015602","1","2"
"1015870","1","2"
"1016342","1","2"
"1016512","1","2"
"101653","1","2"
"1016576","1","2"
"1016696","1","2"
"1016832","1","2"
"1017364","1","2"
"1017526","1","2"
"1017773","1","2"
"102126","1","2"
"102325","1","2"
"10257","1","2"
"102748","1","2"
"102750","1","2"
"102768","1","2"
"102981","1","2"
"103151","1","2"
"103170","1","2"
"103480","1","2"
"103756","1","2"
"103760","1","2"
"104165","1","2"
"104432","1","2"
"10458","1","2"
"104587","1","2"
"10465","1","2"
"104917","1","2"
"105060","1","2"
"105160","1","2"
"105297","1","2"
"105367","1","2"
"105413","1","2"
"105433","1","2"
"105542","1","2"
"105561","1","2"
"105920","1","2"
"106194","1","2"
"106416","1","2"
"10680","1","2"
"107029","1","2"
"107260","1","2"
"107427","1","2"
"107670","1","2"
"107707","1","2"
"108090","1","2"
"108305","1","2"
"10851","1","2"
"108546","1","2"
"108651","1","2"
"108703","1","2"
"108803","1","2"
"109022","1","2"
"109047","1","2"
"10905","1","2"
"109270","1","2"
"109350","1","2"
"109496","1","2"
"10969","1","2"
"109873","1","2"
"109911","1","2"
"110173","1","2"
"110381","1","2"
"110434","1","2"
"110499","1","2"
"110505","1","2"
"110531","1","2"
"110541","1","2"
"110635","1","2"
"110818","1","2"
"111727","1","2"
"11189","1","2"
"111933","1","2"
"111941","1","2"
"111978","1","2"
"11202","1","2"
"112117","1","2"
"112614","1","2"
"1000541","1","1"
"1000688","1","1"
"1000810","1","1"
"1000840","1","1"
"1000923","1","1"
"100103","1","1"
"1001228","1","1"
"1001313","1","1"
"1001557","1","1"
"1001591","1","1"
"1001697","1","1"
"100184","1","1"
"1001947","1","1"
"1002542","1","1"
"1002547","1","1"
"1002661","1","1"
"1002793","1","1"
"100285","1","1"
"1003052","1","1"
"1003057","1","1"
"100313","1","1"
"1003190","1","1"
"1003292","1","1"
"1003725","1","1"
"1003757","1","1"
"1003761","1","1"
"1003866","1","1"
"1003993","1","1"
"1004207","1","1"
"1004302","1","1"
"1004426","1","1"
"1004467","1","1"
"1004497","1","1"
"1004570","1","1"
"1004599","1","1"
"1004944","1","1"
"1005070","1","1"
"1005115","1","1"
"1005135","1","1"
"1005196","1","1"
"1005329","1","1"
"1005442","1","1"
"1005444","1","1"
"1005459","1","1"
"1005490","1","1"
"1005766","1","1"
"1005880","1","1"
"1006261","1","1"
"1006394","1","1"
"1006398","1","1"
"100641","1","1"
"1006585","1","1"
"1006817","1","1"
"1006870","1","1"
"1007077","1","1"
"1007202","1","1"
"1007222","1","1"
"1007250","1","1"
"1007275","1","1"
"1007506","1","1"
"10078","1","1"
"1007890","1","1"
"100800","1","1"
"1008008","1","1"
"1008151","1","1"
"1008253","1","1"
"1008257","1","1"
"1008302","1","1"
"1008349","1","1"
"1008392","1","1"
"1008590","1","1"
"1008615","1","1"
"1008757","1","1"
"1008777","1","1"
"1008793","1","1"
"1008963","1","1"
"1009420","1","1"
"1009465","1","1"
"1009950","1","1"
"1010177","1","1"
"1010306","1","1"
"1010330","1","1"
"1010456","1","1"
"1010508","1","1"
"1010564","1","1"
"1010612","1","1"
"1010658","1","1"
"1011030","1","1"
"1011100","1","1"
"101150","1","1"
"1011648","1","1"
"1011730","1","1"
"1011923","1","1"
"1011981","1","1"
"1012033","1","1"
"1012133","1","1"
"101217","1","1"
"1012208","1","1"
"1012403","1","1"
"1012472","1","1"
"1012553","1","1"
"1012621","1","1"
"1012894","1","1"
"1013124","1","1"
"101321","1","1"
"1013276","1","1"
"10135","1","1"
"1013619","1","1"
"1013649","1","1"
"1013920","1","1"
"101393","1","1"
"1014199","1","1"
"1014290","1","1"
"1014303","1","1"
"101434","1","1"
"1014626","1","1"
"1014786","1","1"
"10150","1","1"
"1015181","1","1"
"1015280","1","1"
"1015299","1","1"
"1015344","1","1"
"10156","1","1"
"1015986","1","1"
"101599","1","1"
"1016026","1","1"
"1016298","1","1"
"1016350","1","1"
"1016372","1","1"
"1016579","1","1"
"101661","1","1"
"1016721","1","1"
"1017368","1","1"
"1017417","1","1"
"1017427","1","1"
"1017469","1","1"
"1017562","1","1"
"101843","1","1"
"101861","1","1"
"101953","1","1"
"10206","1","1"
"102083","1","1"
"10234","1","1"
"10246","1","1"
"102508","1","1"
"102634","1","1"
"103388","1","1"
"103395","1","1"
"103425","1","1"
"10343","1","1"
"103834","1","1"
"103917","1","1"
"104325","1","1"
"104366","1","1"
"104521","1","1"
"104597","1","1"
"104622","1","1"
"104765","1","1"
"10485","1","1"
"104889","1","1"
"104997","1","1"
"105043","1","1"
"105128","1","1"
"105190","1","1"
"105236","1","1"
"105392","1","1"
"10542","1","1"
"105515","1","1"
"10571","1","1"
"105858","1","1"
"105951","1","1"
"106134","1","1"
"106303","1","1"
"10645","1","1"
"106501","1","1"
"106561","1","1"
"106757","1","1"
"106790","1","1"
"106935","1","1"
"10695","1","1"
"107169","1","1"
"107201","1","1"
"107702","1","1"
"107745","1","1"
"107848","1","1"
"107895","1","1"
"108111","1","1"
"108164","1","1"
"108348","1","1"
"109319","1","1"
"109570","1","1"
"109711","1","1"
"109736","1","1"
"1098","1","1"
"109855","1","1"
"109865","1","1"
"109926","1","1"
"109940","1","1"
"109943","1","1"
"110118","1","1"
"110176","1","1"
"110773","1","1"
"110926","1","1"
"111102","1","1"
"111132","1","1"
"111346","1","1"
"111541","1","1"
"111652","1","1"
"111823","1","1"
"111826","1","1"
"111828","1","1"
"111841","1","1"
"111952","1","1"
"11209","1","1"
"112141","1","1"
"112229","1","1"
"112279","1","1"
"112485","1","1"
"112541","1","1"
"112694","1","1"
"112732","1","1"
"112858","1","1"
"112921","1","1"
"113000","1","1"
"113053","1","1"
"11316","1","1"
"113521","1","1"
"113644","1","1"
"113762","1","1"
"113983","1","1"
"114040","1","1"
"114089","1","1"
"114341","1","1"
"114656","1","1"
"114690","1","1"
"114779","1","1"
"114832","1","1"
"114913","1","1"
"115222","1","1"
"115299","1","1"
"115350","1","1"
"115494","1","1"
"115594","1","1"
"115855","1","1"
"115873","1","1"
"11590","1","1"
"115920","1","1"
"116123","1","1"
"116151","1","1"
"116469","1","1"
"116712","1","1"
"116859","1","1"
"116897","1","1"
"116934","1","1"
"117067","1","1"
"117079","1","1"
"117285","1","1"
"117428","1","1"
"11744","1","1"
"117442","1","1"
"117473","1","1"
"117842","1","1"
"117921","1","1"
"118140","1","1"
"118187","1","1"
"11821","1","1"
"118494","1","1"
"118648","1","1"
"118661","1","1"
"118860","1","1"
"118891","1","1"
"118928","1","1"
"119305","1","1"
"119354","1","1"
"119390","1","1"
"119616","1","1"
"119628","1","1"
"119741","1","1"
"119862","1","1"
"119879","1","1"
