"User_ID","R","F","消费时间间隔","消费频率"
"1017484","0","1","高","低"
"1017525","0","1","高","低"
"101767","0","1","高","低"
"1017725","0","1","高","低"
"1017814","0","1","高","低"
"1017894","0","1","高","低"
"101909","0","1","高","低"
"102101","0","1","高","低"
"102119","0","1","高","低"
"102286","0","1","高","低"
"102390","0","1","高","低"
"102647","0","1","高","低"
"102667","0","1","高","低"
"10279","0","1","高","低"
"102856","0","1","高","低"
"102879","0","1","高","低"
"103004","0","1","高","低"
"103019","0","1","高","低"
"103046","0","1","高","低"
"103143","0","1","高","低"
"103165","0","1","高","低"
"103310","0","1","高","低"
"103582","0","1","高","低"
"103628","0","1","高","低"
"10368","0","1","高","低"
"103694","0","1","高","低"
"103716","0","1","高","低"
"103733","0","1","高","低"
"103777","0","1","高","低"
"103914","0","1","高","低"
"103957","0","1","高","低"
"104520","0","1","高","低"
"104640","0","1","高","低"
"104653","0","1","高","低"
"104690","0","1","高","低"
"104734","0","1","高","低"
"104822","0","1","高","低"
"10527","0","1","高","低"
"105425","0","1","高","低"
"105551","0","1","高","低"
"105616","0","1","高","低"
"105861","0","1","高","低"
"10593","0","1","高","低"
"106157","0","1","高","低"
"106457","0","1","高","低"
"106507","0","1","高","低"
"106681","0","1","高","低"
"106848","0","1","高","低"
"106952","0","1","高","低"
"106955","0","1","高","低"
"106994","0","1","高","低"
"106997","0","1","高","低"
"107238","0","1","高","低"
"107350","0","1","高","低"
"107488","0","1","高","低"
"107549","0","1","高","低"
"107735","0","1","高","低"
"108022","0","1","高","低"
"108302","0","1","高","低"
"108519","0","1","高","低"
"108568","0","1","高","低"
"108588","0","1","高","低"
"109085","0","1","高","低"
"109439","0","1","高","低"
"109444","0","1","高","低"
"1095","0","1","高","低"
"109604","0","1","高","低"
"109977","0","1","高","低"
"110025","0","1","高","低"
"110116","0","1","高","低"
"110165","0","1","高","低"
"110259","0","1","高","低"
"110565","0","1","高","低"
"11126","0","1","高","低"
"111369","0","1","高","低"
"111387","0","1","高","低"
"11140","0","1","高","低"
"111585","0","1","高","低"
"111975","0","1","高","低"
"112010","0","1","高","低"
"112094","0","1","高","低"
"112443","0","1","高","低"
"11246","0","1","高","低"
"112468","0","1","高","低"
"112544","0","1","高","低"
"112965","0","1","高","低"
"113031","0","1","高","低"
"113326","0","1","高","低"
"113491","0","1","高","低"
"113577","0","1","高","低"
"113598","0","1","高","低"
"113631","0","1","高","低"
"113763","0","1","高","低"
"113770","0","1","高","低"
"114321","0","1","高","低"
"114339","0","1","高","低"
"114405","0","1","高","低"
"11452","0","1","高","低"
"114594","0","1","高","低"
"114637","0","1","高","低"
"114682","0","1","高","低"
"114771","0","1","高","低"
"114805","0","1","高","低"
"114916","0","1","高","低"
"115104","0","1","高","低"
"115227","0","1","高","低"
"115245","0","1","高","低"
"115620","0","1","高","低"
"115994","0","1","高","低"
"116348","0","1","高","低"
"116350","0","1","高","低"
"116636","0","1","高","低"
"116647","0","1","高","低"
"117202","0","1","高","低"
"117262","0","1","高","低"
"117341","0","1","高","低"
"117425","0","1","高","低"
"117556","0","1","高","低"
"117692","0","1","高","低"
"117990","0","1","高","低"
"11812","0","1","高","低"
"118147","0","1","高","低"
"118779","0","1","高","低"
"118820","0","1","高","低"
"11889","0","1","高","低"
"118955","0","1","高","低"
"119061","0","1","高","低"
"119136","0","1","高","低"
"119241","0","1","高","低"
"119333","0","1","高","低"
"120071","0","1","高","低"
"120269","0","1","高","低"
"120825","0","1","高","低"
"120887","0","1","高","低"
"121027","0","1","高","低"
"121076","0","1","高","低"
"121174","0","1","高","低"
"121218","0","1","高","低"
"121325","0","1","高","低"
"121540","0","1","高","低"
"121571","0","1","高","低"
"121684","0","1","高","低"
"122020","0","1","高","低"
"122115","0","1","高","低"
"122573","0","1","高","低"
"122619","0","1","高","低"
"122706","0","1","高","低"
"122723","0","1","高","低"
"122935","0","1","高","低"
"123178","0","1","高","低"
"123192","0","1","高","低"
"123304","0","1","高","低"
"123374","0","1","高","低"
"123553","0","1","高","低"
"12360","0","1","高","低"
"123611","0","1","高","低"
"12387","0","1","高","低"
"123983","0","1","高","低"
"12412","0","1","高","低"
"124219","0","1","高","低"
"124295","0","1","高","低"
"124475","0","1","高","低"
"124872","0","1","高","低"
"124900","0","1","高","低"
"124917","0","1","高","低"
"12500","0","1","高","低"
"125328","0","1","高","低"
"125524","0","1","高","低"
"125649","0","1","高","低"
"125653","0","1","高","低"
"125897","0","1","高","低"
"125989","0","1","高","低"
"126063","0","1","高","低"
"126073","0","1","高","低"
"126214","0","1","高","低"
"126235","0","1","高","低"
"126289","0","1","高","低"
"12632","0","1","高","低"
"126347","0","1","高","低"
"126500","0","1","高","低"
"126677","0","1","高","低"
"126713","0","1","高","低"
"126714","0","1","高","低"
"12674","0","1","高","低"
"126891","0","1","高","低"
"12700","0","1","高","低"
"127057","0","1","高","低"
"127125","0","1","高","低"
"127139","0","1","高","低"
"127384","0","1","高","低"
"127417","0","1","高","低"
"127529","0","1","高","低"
"127684","0","1","高","低"
"127686","0","1","高","低"
"127713","0","1","高","低"
"127749","0","1","高","低"
"127773","0","1","高","低"
"127869","0","1","高","低"
"128038","0","1","高","低"
"128224","0","1","高","低"
"108865","1","36","高","高"
"1003901","1","31","高","高"
"1010288","1","30","高","高"
"116930","1","25","高","高"
"106286","1","23","高","高"
"1009501","1","17","高","高"
"123714","1","17","高","高"
"113371","1","16","高","高"
"1000723","1","16","高","高"
"1010333","1","16","高","高"
"1011390","1","15","高","高"
"12035","1","15","高","高"
"1010219","1","14","高","高"
"103242","1","14","高","高"
"107027","1","14","高","高"
"107078","1","13","高","高"
"115411","1","13","高","高"
"122410","1","12","高","高"
"12322","1","12","高","高"
"1004096","1","12","高","高"
"1004458","1","12","高","高"
"111932","1","12","高","高"
"1002222","1","11","高","高"
"1008972","1","11","高","高"
"1009934","1","11","高","高"
"109321","1","11","高","高"
"117539","1","11","高","高"
"118784","1","11","高","高"
"124321","1","11","高","高"
"113446","1","10","高","高"
"120448","1","10","高","高"
"127621","1","10","高","高"
"1010603","1","10","高","高"
"1010785","1","10","高","高"
"1012525","1","10","高","高"
"103153","1","10","高","高"
"1002237","1","9","高","高"
"1006141","1","9","高","高"
"1008221","1","9","高","高"
"1012002","1","9","高","高"
"1015988","1","9","高","高"
"104785","1","9","高","高"
"107588","1","9","高","高"
"108275","1","9","高","高"
"111365","1","9","高","高"
"11141","1","9","高","高"
"111822","1","9","高","高"
"117184","1","9","高","高"
"119125","1","9","高","高"
"1192","1","9","高","高"
"120379","1","9","高","高"
"120734","1","9","高","高"
"122383","1","9","高","高"
"122423","1","9","高","高"
"12476","1","9","高","高"
"125864","1","9","高","高"
"127276","1","9","高","高"
"112710","1","8","高","高"
"113896","1","8","高","高"
"116894","1","8","高","高"
"121070","1","8","高","高"
"121288","1","8","高","高"
"12289","1","8","高","高"
"123563","1","8","高","高"
"125061","1","8","高","高"
"12630","1","8","高","高"
"126641","1","8","高","高"
"1000349","1","8","高","高"
"1001856","1","8","高","高"
"1002589","1","8","高","高"
"1003428","1","8","高","高"
"1004745","1","8","高","高"
"1004835","1","8","高","高"
"1009070","1","8","高","高"
"1015330","1","8","高","高"
"103895","1","8","高","高"
"104894","1","8","高","高"
"106635","1","8","高","高"
"110117","1","8","高","高"
"110336","1","8","高","高"
"111785","1","8","高","高"
"1001841","1","7","高","高"
"1002185","1","7","高","高"
"1002637","1","7","高","高"
"1004792","1","7","高","高"
"1005688","1","7","高","高"
"1006110","1","7","高","高"
"101082","1","7","高","高"
"1012426","1","7","高","高"
"1013586","1","7","高","高"
"1015278","1","7","高","高"
"1015421","1","7","高","高"
"102422","1","7","高","高"
"102633","1","7","高","高"
"103790","1","7","高","高"
"103852","1","7","高","高"
"105495","1","7","高","高"
"106940","1","7","高","高"
"107233","1","7","高","高"
"108407","1","7","高","高"
"109728","1","7","高","高"
"111266","1","7","高","高"
"112242","1","7","高","高"
"115254","1","7","高","高"
"115337","1","7","高","高"
"115416","1","7","高","高"
"116405","1","7","高","高"
"11714","1","7","高","高"
"11721","1","7","高","高"
"120009","1","7","高","高"
"120228","1","7","高","高"
"122871","1","7","高","高"
"124387","1","7","高","高"
"12665","1","7","高","高"
"126900","1","7","高","高"
"12756","1","7","高","高"
"112726","1","6","高","高"
"11323","1","6","高","高"
"113823","1","6","高","高"
"113910","1","6","高","高"
"116381","1","6","高","高"
"117200","1","6","高","高"
"117585","1","6","高","高"
"117772","1","6","高","高"
"119343","1","6","高","高"
"120315","1","6","高","高"
"120594","1","6","高","高"
"121379","1","6","高","高"
"121937","1","6","高","高"
"123344","1","6","高","高"
"124194","1","6","高","高"
"125355","1","6","高","高"
"125401","1","6","高","高"
"127345","1","6","高","高"
"128152","1","6","高","高"
"128461","1","6","高","高"
"1000565","1","6","高","高"
"10024","1","6","高","高"
"1004785","1","6","高","高"
"100483","1","6","高","高"
"1004964","1","6","高","高"
"1006267","1","6","高","高"
"1006402","1","6","高","高"
"1006482","1","6","高","高"
"1009516","1","6","高","高"
"1009532","1","6","高","高"
"1010864","1","6","高","高"
"101096","1","6","高","高"
"1012373","1","6","高","高"
"1013728","1","6","高","高"
"1014022","1","6","高","高"
"1014789","1","6","高","高"
"101583","1","6","高","高"
"1016682","1","6","高","高"
"101678","1","6","高","高"
"1016838","1","6","高","高"
"1017117","1","6","高","高"
"101771","1","6","高","高"
"102020","1","6","高","高"
"102048","1","6","高","高"
"102050","1","6","高","高"
"102304","1","6","高","高"
"102719","1","6","高","高"
"102972","1","6","高","高"
"103156","1","6","高","高"
"103303","1","6","高","高"
"103780","1","6","高","高"
"104098","1","6","高","高"
"105360","1","6","高","高"
"106649","1","6","高","高"
"107028","1","6","高","高"
"107627","1","6","高","高"
"108140","1","6","高","高"
"108364","1","6","高","高"
"110405","1","6","高","高"
"11045","1","6","高","高"
"110956","1","6","高","高"
"11099","1","6","高","高"
"111270","1","6","高","高"
"111524","1","6","高","高"
"1000191","1","5","高","高"
"1001081","1","5","高","高"
"1001145","1","5","高","高"
"1001326","1","5","高","高"
"100186","1","5","高","高"
"1001915","1","5","高","高"
"1002034","1","5","高","高"
"1002066","1","5","高","高"
"1002201","1","5","高","高"
"1002251","1","5","高","高"
"1002449","1","5","高","高"
"1003131","1","5","高","高"
"1003586","1","5","高","高"
"1003781","1","5","高","高"
"1003975","1","5","高","高"
"1004339","1","5","高","高"
"1005294","1","5","高","高"
"1005337","1","5","高","高"
"10057","1","5","高","高"
"1005845","1","5","高","高"
"1006469","1","5","高","高"
"1007163","1","5","高","高"
"1007579","1","5","高","高"
"1007755","1","5","高","高"
"1007925","1","5","高","高"
"100797","1","5","高","高"
"1008082","1","5","高","高"
"1008137","1","5","高","高"
"1008289","1","5","高","高"
"1010051","1","5","高","高"
"1010079","1","5","高","高"
"1010125","1","5","高","高"
"101092","1","5","高","高"
"1011470","1","5","高","高"
"1014048","1","5","高","高"
"1014577","1","5","高","高"
"1015055","1","5","高","高"
"1015065","1","5","高","高"
"1015279","1","5","高","高"
"1015342","1","5","高","高"
"1017938","1","5","高","高"
"102728","1","5","高","高"
"102933","1","5","高","高"
"10301","1","5","高","高"
"103096","1","5","高","高"
"103202","1","5","高","高"
"103817","1","5","高","高"
"104337","1","5","高","高"
"104599","1","5","高","高"
"104691","1","5","高","高"
"104781","1","5","高","高"
"10502","1","5","高","高"
"105581","1","5","高","高"
"105712","1","5","高","高"
"106142","1","5","高","高"
"107191","1","5","高","高"
"107989","1","5","高","高"
"108187","1","5","高","高"
"108480","1","5","高","高"
"10968","1","5","高","高"
"109957","1","5","高","高"
"110271","1","5","高","高"
"110622","1","5","高","高"
"110801","1","5","高","高"
"111052","1","5","高","高"
"111492","1","5","高","高"
"112243","1","5","高","高"
"113361","1","5","高","高"
"11380","1","5","高","高"
"114002","1","5","高","高"
"114650","1","5","高","高"
"114954","1","5","高","高"
"115864","1","5","高","高"
"115941","1","5","高","高"
"116717","1","5","高","高"
"117957","1","5","高","高"
"119664","1","5","高","高"
"121941","1","5","高","高"
"122083","1","5","高","高"
"122232","1","5","高","高"
"122616","1","5","高","高"
"123264","1","5","高","高"
"12351","1","5","高","高"
"124033","1","5","高","高"
"124641","1","5","高","高"
"12492","1","5","高","高"
"125503","1","5","高","高"
"125624","1","5","高","高"
"125800","1","5","高","高"
"125920","1","5","高","高"
"126530","1","5","高","高"
"127054","1","5","高","高"
"127178","1","5","高","高"
"127323","1","5","高","高"
"112887","1","4","高","高"
"112961","1","4","高","高"
"1131","1","4","高","高"
"113111","1","4","高","高"
"114142","1","4","高","高"
"114246","1","4","高","高"
"11498","1","4","高","高"
"115221","1","4","高","高"
"115376","1","4","高","高"
"115530","1","4","高","高"
"115730","1","4","高","高"
"115733","1","4","高","高"
"115749","1","4","高","高"
"115773","1","4","高","高"
"116355","1","4","高","高"
"116596","1","4","高","高"
"116611","1","4","高","高"
"116736","1","4","高","高"
"116906","1","4","高","高"
"117193","1","4","高","高"
"117311","1","4","高","高"
"117421","1","4","高","高"
"117679","1","4","高","高"
"117767","1","4","高","高"
"117770","1","4","高","高"
"117808","1","4","高","高"
"117983","1","4","高","高"
"118021","1","4","高","高"
"118079","1","4","高","高"
"118136","1","4","高","高"
"11834","1","4","高","高"
"118847","1","4","高","高"
"119076","1","4","高","高"
"119128","1","4","高","高"
"119205","1","4","高","高"
"119213","1","4","高","高"
"119379","1","4","高","高"
"119392","1","4","高","高"
"119395","1","4","高","高"
"119410","1","4","高","高"
"119746","1","4","高","高"
"120563","1","4","高","高"
"12104","1","4","高","高"
"12124","1","4","高","高"
"12186","1","4","高","高"
"122911","1","4","高","高"
"123132","1","4","高","高"
"123222","1","4","高","高"
"123539","1","4","高","高"
"123871","1","4","高","高"
"124291","1","4","高","高"
"124506","1","4","高","高"
"124533","1","4","高","高"
"125508","1","4","高","高"
"125985","1","4","高","高"
"126145","1","4","高","高"
"126572","1","4","高","高"
"126604","1","4","高","高"
"128271","1","4","高","高"
"128590","1","4","高","高"
"1000054","1","4","高","高"
"1000263","1","4","高","高"
"1001102","1","4","高","高"
"1001596","1","4","高","高"
"1001783","1","4","高","高"
"1003390","1","4","高","高"
"1003885","1","4","高","高"
"1004075","1","4","高","高"
"1005324","1","4","高","高"
"1005752","1","4","高","高"
"1005758","1","4","高","高"
"100663","1","4","高","高"
"1007248","1","4","高","高"
"1007253","1","4","高","高"
"1007349","1","4","高","高"
"1007782","1","4","高","高"
"100803","1","4","高","高"
"1008065","1","4","高","高"
"1008587","1","4","高","高"
"1009121","1","4","高","高"
"1009559","1","4","高","高"
"1009768","1","4","高","高"
"1010598","1","4","高","高"
"1010755","1","4","高","高"
"1010784","1","4","高","高"
"1011005","1","4","高","高"
"1011050","1","4","高","高"
"1012000","1","4","高","高"
"1012040","1","4","高","高"
"1012333","1","4","高","高"
"1012501","1","4","高","高"
"1013118","1","4","高","高"
"1013697","1","4","高","高"
"1013765","1","4","高","高"
"1014197","1","4","高","高"
"1015130","1","4","高","高"
"1015386","1","4","高","高"
"1015890","1","4","高","高"
"1016741","1","4","高","高"
"1016998","1","4","高","高"
"1017036","1","4","高","高"
"1017379","1","4","高","高"
"1017392","1","4","高","高"
"1017456","1","4","高","高"
"1017670","1","4","高","高"
"101777","1","4","高","高"
"102075","1","4","高","高"
"102103","1","4","高","高"
"102270","1","4","高","高"
"102626","1","4","高","高"
"102682","1","4","高","高"
"102795","1","4","高","高"
"103062","1","4","高","高"
"10396","1","4","高","高"
"10404","1","4","高","高"
"104053","1","4","高","高"
"104334","1","4","高","高"
"104659","1","4","高","高"
"104778","1","4","高","高"
"104944","1","4","高","高"
"10519","1","4","高","高"
"105194","1","4","高","高"
"10618","1","4","高","高"
"106600","1","4","高","高"
"10802","1","4","高","高"
"108206","1","4","高","高"
"108773","1","4","高","高"
"109100","1","4","高","高"
"109157","1","4","高","高"
"109233","1","4","高","高"
"109397","1","4","高","高"
"109733","1","4","高","高"
"110056","1","4","高","高"
"110359","1","4","高","高"
"110518","1","4","高","高"
"110885","1","4","高","高"
"111169","1","4","高","高"
"1114","1","4","高","高"
"112145","1","4","高","高"
"112285","1","4","高","高"
"112417","1","4","高","高"
"1000134","1","3","高","低"
"1000520","1","3","高","低"
"1000676","1","3","高","低"
"1000735","1","3","高","低"
"10008","1","3","高","低"
"1001444","1","3","高","低"
"1001532","1","3","高","低"
"1001877","1","3","高","低"
"1002142","1","3","高","低"
"100215","1","3","高","低"
"1002295","1","3","高","低"
"1002392","1","3","高","低"
"1002672","1","3","高","低"
"1002714","1","3","高","低"
"1002847","1","3","高","低"
"1003332","1","3","高","低"
"1003341","1","3","高","低"
"1003838","1","3","高","低"
"1004021","1","3","高","低"
"1004357","1","3","高","低"
"1004366","1","3","高","低"
"1004538","1","3","高","低"
"1004577","1","3","高","低"
"1004730","1","3","高","低"
"1005320","1","3","高","低"
"1005422","1","3","高","低"
"1005502","1","3","高","低"
"1005897","1","3","高","低"
"1005909","1","3","高","低"
"1005990","1","3","高","低"
"100600","1","3","高","低"
"1006159","1","3","高","低"
"1006224","1","3","高","低"
"1006405","1","3","高","低"
"1006513","1","3","高","低"
"1006525","1","3","高","低"
"1006666","1","3","高","低"
"1007356","1","3","高","低"
"100740","1","3","高","低"
"1007976","1","3","高","低"
"1007983","1","3","高","低"
"100871","1","3","高","低"
"1008794","1","3","高","低"
"1009158","1","3","高","低"
"1009202","1","3","高","低"
"1009771","1","3","高","低"
"1010279","1","3","高","低"
"1010504","1","3","高","低"
"101088","1","3","高","低"
"1011272","1","3","高","低"
"1011326","1","3","高","低"
"1011651","1","3","高","低"
"1011699","1","3","高","低"
"1011880","1","3","高","低"
"1012459","1","3","高","低"
"1012693","1","3","高","低"
"1012736","1","3","高","低"
"1012793","1","3","高","低"
"1012795","1","3","高","低"
"1012945","1","3","高","低"
"1013169","1","3","高","低"
"1013336","1","3","高","低"
"1013787","1","3","高","低"
"1013893","1","3","高","低"
"101392","1","3","高","低"
"101394","1","3","高","低"
"1014059","1","3","高","低"
"1014291","1","3","高","低"
"1014358","1","3","高","低"
"101473","1","3","高","低"
"1014939","1","3","高","低"
"1015060","1","3","高","低"
"1015186","1","3","高","低"
"1015193","1","3","高","低"
"1015253","1","3","高","低"
"1015460","1","3","高","低"
"1015656","1","3","高","低"
"1015742","1","3","高","低"
"1015831","1","3","高","低"
"1015982","1","3","高","低"
"1016020","1","3","高","低"
"1016185","1","3","高","低"
"1016237","1","3","高","低"
"1016247","1","3","高","低"
"1016430","1","3","高","低"
"1016711","1","3","高","低"
"1017170","1","3","高","低"
"1017269","1","3","高","低"
"1017378","1","3","高","低"
"1017850","1","3","高","低"
"10230","1","3","高","低"
"102481","1","3","高","低"
"102495","1","3","高","低"
"102569","1","3","高","低"
"102697","1","3","高","低"
"102731","1","3","高","低"
"10297","1","3","高","低"
"10299","1","3","高","低"
"10321","1","3","高","低"
"103373","1","3","高","低"
"103446","1","3","高","低"
"103448","1","3","高","低"
"103458","1","3","高","低"
"103469","1","3","高","低"
"103810","1","3","高","低"
"104013","1","3","高","低"
"104065","1","3","高","低"
"104191","1","3","高","低"
"104935","1","3","高","低"
"105140","1","3","高","低"
"105488","1","3","高","低"
"105775","1","3","高","低"
"106549","1","3","高","低"
"106640","1","3","高","低"
"106703","1","3","高","低"
"106789","1","3","高","低"
"107239","1","3","高","低"
"107345","1","3","高","低"
"107472","1","3","高","低"
"107817","1","3","高","低"
"108092","1","3","高","低"
"108428","1","3","高","低"
"108526","1","3","高","低"
"108629","1","3","高","低"
"108666","1","3","高","低"
"108988","1","3","高","低"
"109117","1","3","高","低"
"109732","1","3","高","低"
"110092","1","3","高","低"
"110536","1","3","高","低"
"110707","1","3","高","低"
"110725","1","3","高","低"
"110934","1","3","高","低"
"110976","1","3","高","低"
"111262","1","3","高","低"
"111306","1","3","高","低"
"111616","1","3","高","低"
"111867","1","3","高","低"
"111908","1","3","高","低"
"111910","1","3","高","低"
"112526","1","3","高","低"
"11255","1","3","高","低"
"112890","1","3","高","低"
"113069","1","3","高","低"
"113143","1","3","高","低"
"113334","1","3","高","低"
"113956","1","3","高","低"
"114010","1","3","高","低"
"114219","1","3","高","低"
"114394","1","3","高","低"
"114744","1","3","高","低"
"114912","1","3","高","低"
"115238","1","3","高","低"
"115250","1","3","高","低"
"115563","1","3","高","低"
"116364","1","3","高","低"
"11682","1","3","高","低"
"117041","1","3","高","低"
"117092","1","3","高","低"
"117782","1","3","高","低"
"117886","1","3","高","低"
"117902","1","3","高","低"
"117965","1","3","高","低"
"117972","1","3","高","低"
"118231","1","3","高","低"
"118796","1","3","高","低"
"118965","1","3","高","低"
"119534","1","3","高","低"
"119883","1","3","高","低"
"120305","1","3","高","低"
"12037","1","3","高","低"
"120514","1","3","高","低"
"120745","1","3","高","低"
"120851","1","3","高","低"
"120922","1","3","高","低"
"121085","1","3","高","低"
"12146","1","3","高","低"
"121551","1","3","高","低"
"121601","1","3","高","低"
"121975","1","3","高","低"
"122","1","3","高","低"
"122503","1","3","高","低"
"122864","1","3","高","低"
"122910","1","3","高","低"
"123020","1","3","高","低"
"123028","1","3","高","低"
"123256","1","3","高","低"
"123530","1","3","高","低"
"123635","1","3","高","低"
"12378","1","3","高","低"
"123803","1","3","高","低"
"123809","1","3","高","低"
"123897","1","3","高","低"
"123971","1","3","高","低"
"123992","1","3","高","低"
"124065","1","3","高","低"
"124093","1","3","高","低"
"124152","1","3","高","低"
"124397","1","3","高","低"
"124660","1","3","高","低"
"125164","1","3","高","低"
"125216","1","3","高","低"
"125903","1","3","高","低"
"125987","1","3","高","低"
"126196","1","3","高","低"
"126336","1","3","高","低"
"126544","1","3","高","低"
"126603","1","3","高","低"
"126651","1","3","高","低"
"126704","1","3","高","低"
"126923","1","3","高","低"
"126969","1","3","高","低"
"127014","1","3","高","低"
"127141","1","3","高","低"
"127407","1","3","高","低"
"127611","1","3","高","低"
"127820","1","3","高","低"
"1281","1","3","高","低"
"128528","1","3","高","低"
"112899","1","2","高","低"
"113297","1","2","高","低"
"1133","1","2","高","低"
"11343","1","2","高","低"
"113556","1","2","高","低"
"113593","1","2","高","低"
"113717","1","2","高","低"
"113848","1","2","高","低"
"114367","1","2","高","低"
"114438","1","2","高","低"
"114669","1","2","高","低"
"115326","1","2","高","低"
"115333","1","2","高","低"
"115596","1","2","高","低"
"115874","1","2","高","低"
"115967","1","2","高","低"
"116143","1","2","高","低"
"116167","1","2","高","低"
"116617","1","2","高","低"
"117016","1","2","高","低"
"117336","1","2","高","低"
"117356","1","2","高","低"
"117367","1","2","高","低"
"117652","1","2","高","低"
"117671","1","2","高","低"
"118469","1","2","高","低"
"118587","1","2","高","低"
"118611","1","2","高","低"
"118859","1","2","高","低"
"119032","1","2","高","低"
"119316","1","2","高","低"
"119318","1","2","高","低"
"119457","1","2","高","低"
"119481","1","2","高","低"
"119508","1","2","高","低"
"119735","1","2","高","低"
"119767","1","2","高","低"
"119991","1","2","高","低"
"12004","1","2","高","低"
"120093","1","2","高","低"
"12026","1","2","高","低"
"120304","1","2","高","低"
"12078","1","2","高","低"
"120938","1","2","高","低"
"121129","1","2","高","低"
"121206","1","2","高","低"
"121605","1","2","高","低"
"121798","1","2","高","低"
"121808","1","2","高","低"
"121843","1","2","高","低"
"122005","1","2","高","低"
"12230","1","2","高","低"
"122512","1","2","高","低"
"122670","1","2","高","低"
"122735","1","2","高","低"
"122774","1","2","高","低"
"122855","1","2","高","低"
"122860","1","2","高","低"
"122869","1","2","高","低"
"122939","1","2","高","低"
"123003","1","2","高","低"
"123076","1","2","高","低"
"123134","1","2","高","低"
"123340","1","2","高","低"
"123403","1","2","高","低"
"123519","1","2","高","低"
"12356","1","2","高","低"
"123888","1","2","高","低"
"12389","1","2","高","低"
"123905","1","2","高","低"
"123968","1","2","高","低"
"12403","1","2","高","低"
"124046","1","2","高","低"
"124171","1","2","高","低"
"12455","1","2","高","低"
"12466","1","2","高","低"
"124809","1","2","高","低"
"125082","1","2","高","低"
"125457","1","2","高","低"
"126021","1","2","高","低"
"126238","1","2","高","低"
"126470","1","2","高","低"
"126526","1","2","高","低"
"126533","1","2","高","低"
"126768","1","2","高","低"
"126955","1","2","高","低"
"127030","1","2","高","低"
"127194","1","2","高","低"
"127500","1","2","高","低"
"127548","1","2","高","低"
"127564","1","2","高","低"
"127687","1","2","高","低"
"127699","1","2","高","低"
"127858","1","2","高","低"
"127876","1","2","高","低"
"12851","1","2","高","低"
"128516","1","2","高","低"
"128553","1","2","高","低"
"128591","1","2","高","低"
"100009","1","2","高","低"
"1000165","1","2","高","低"
"100088","1","2","高","低"
"1001005","1","2","高","低"
"1001104","1","2","高","低"
"1001270","1","2","高","低"
"100128","1","2","高","低"
"1001352","1","2","高","低"
"1001381","1","2","高","低"
"100141","1","2","高","低"
"1001578","1","2","高","低"
"1001667","1","2","高","低"
"1001850","1","2","高","低"
"1001870","1","2","高","低"
"1002254","1","2","高","低"
"1002350","1","2","高","低"
"1002597","1","2","高","低"
"100264","1","2","高","低"
"1002696","1","2","高","低"
"1002931","1","2","高","低"
"1002943","1","2","高","低"
"1002992","1","2","高","低"
"1003063","1","2","高","低"
"1003176","1","2","高","低"
"1003296","1","2","高","低"
"1003410","1","2","高","低"
"100357","1","2","高","低"
"1003938","1","2","高","低"
"100395","1","2","高","低"
"1003998","1","2","高","低"
"1004019","1","2","高","低"
"1004032","1","2","高","低"
"1004350","1","2","高","低"
"1004396","1","2","高","低"
"1004405","1","2","高","低"
"1004446","1","2","高","低"
"1004565","1","2","高","低"
"1004659","1","2","高","低"
"1004743","1","2","高","低"
"1004841","1","2","高","低"
"1004862","1","2","高","低"
"1004973","1","2","高","低"
"1004993","1","2","高","低"
"1005103","1","2","高","低"
"1005188","1","2","高","低"
"1005585","1","2","高","低"
"100561","1","2","高","低"
"1005705","1","2","高","低"
"1005822","1","2","高","低"
"1005864","1","2","高","低"
"1005982","1","2","高","低"
"1006538","1","2","高","低"
"1006660","1","2","高","低"
"1006768","1","2","高","低"
"1007037","1","2","高","低"
"1007058","1","2","高","低"
"1007088","1","2","高","低"
"1007201","1","2","高","低"
"100734","1","2","高","低"
"1007401","1","2","高","低"
"1007441","1","2","高","低"
"1007445","1","2","高","低"
"1007452","1","2","高","低"
"1007597","1","2","高","低"
"1007671","1","2","高","低"
"1007739","1","2","高","低"
"1007778","1","2","高","低"
"100822","1","2","高","低"
"1008287","1","2","高","低"
"1008427","1","2","高","低"
"1008485","1","2","高","低"
"1008661","1","2","高","低"
"1008729","1","2","高","低"
"1008879","1","2","高","低"
"1008882","1","2","高","低"
"1008933","1","2","高","低"
"1008934","1","2","高","低"
"1009291","1","2","高","低"
"1009402","1","2","高","低"
"1009619","1","2","高","低"
"1009719","1","2","高","低"
"1009803","1","2","高","低"
"100992","1","2","高","低"
"1010016","1","2","高","低"
"1010198","1","2","高","低"
"1010205","1","2","高","低"
"1010433","1","2","高","低"
"1010519","1","2","高","低"
"1010754","1","2","高","低"
"1011108","1","2","高","低"
"101114","1","2","高","低"
"1011420","1","2","高","低"
"101165","1","2","高","低"
"1011749","1","2","高","低"
"1011760","1","2","高","低"
"101190","1","2","高","低"
"1012104","1","2","高","低"
"1012380","1","2","高","低"
"1012535","1","2","高","低"
"1012536","1","2","高","低"
"1012651","1","2","高","低"
"1013030","1","2","高","低"
"1013136","1","2","高","低"
"1013238","1","2","高","低"
"1013240","1","2","高","低"
"1013323","1","2","高","低"
"101335","1","2","高","低"
"1013376","1","2","高","低"
"101339","1","2","高","低"
"1013526","1","2","高","低"
"1013563","1","2","高","低"
"1013600","1","2","高","低"
"1013652","1","2","高","低"
"1013678","1","2","高","低"
"1013687","1","2","高","低"
"1014032","1","2","高","低"
"1014046","1","2","高","低"
